verb,count,presente yo,presente tú,"presente él, ella, Ud.",presente nosotros,presente vosotros,"presente ellos, ellas, Uds.",presente vos,imperfecto yo,imperfecto tú,"imperfecto él, ella, Ud.",imperfecto nosotros,imperfecto vosotros,"imperfecto ellos, ellas, Uds.",imperfecto vos,pretérito yo,pretérito tú,"pretérito él, ella, Ud.",pretérito nosotros,pretérito vosotros,"pretérito ellos, ellas, Uds.",pretérito vos,futuro yo,futuro tú,"futuro él, ella, Ud.",futuro nosotros,futuro vosotros,"futuro ellos, ellas, Uds.",futuro vos,condicional yo,condicional tú,"condicional él, ella, Ud.",condicional nosotros,condicional vosotros,"condicional ellos, ellas, Uds.",condicional vos,prob
profetizar,1388,profetizo,profetizas,profetiza,profetizamos,profetizáis,profetizan,profetizás,profetizaba,profetizabas,profetizaba,profetizábamos,profetizabais,profetizaban,profetizabas,profeticé,profetizaste,profetizó,profetizamos,profetizasteis,profetizaron,profetizaste,profetizaré,profetizarás,profetizará,profetizaremos,profetizaréis,profetizarán,profetizarás,profetizaría,profetizarías,profetizaría,profetizaríamos,profetizaríais,profetizarían,profetizarías,0.00039935987330969784
enunciar,1387,enuncio,enuncias,enuncia,enunciamos,enunciáis,enuncian,enunciás,enunciaba,enunciabas,enunciaba,enunciábamos,enunciabais,enunciaban,enunciabas,enuncié,enunciaste,enunció,enunciamos,enunciasteis,enunciaron,enunciaste,enunciaré,enunciarás,enunciará,enunciaremos,enunciaréis,enunciarán,enunciarás,enunciaría,enunciarías,enunciaría,enunciaríamos,enunciaríais,enunciarían,enunciarías,0.0003990721500580338
destituir,1386,destituyo,destituyes,destituye,destituimos,destituís,destituyen,destituís,destituía,destituías,destituía,destituíamos,destituíais,destituían,destituías,destituí,destituiste,destituyó,destituimos,destituisteis,destituyeron,destituiste,destituiré,destituirás,destituirá,destituiremos,destituiréis,destituirán,destituirás,destituiría,destituirías,destituiría,destituiríamos,destituiríais,destituirían,destituirías,0.0003987844268063697
desaprobar,1385,desapruebo,desapruebas,desaprueba,desaprobamos,desaprobáis,desaprueban,desaprobás,desaprobaba,desaprobabas,desaprobaba,desaprobábamos,desaprobabais,desaprobaban,desaprobabas,desaprobé,desaprobaste,desaprobó,desaprobamos,desaprobasteis,desaprobaron,desaprobaste,desaprobaré,desaprobarás,desaprobará,desaprobaremos,desaprobaréis,desaprobarán,desaprobarás,desaprobaría,desaprobarías,desaprobaría,desaprobaríamos,desaprobaríais,desaprobarían,desaprobarías,0.0003984967035547057
sobreponer,1385,sobrepongo,sobrepones,sobrepone,sobreponemos,sobreponéis,sobreponen,sobreponés,sobreponía,sobreponías,sobreponía,sobreponíamos,sobreponíais,sobreponían,sobreponías,sobrepuse,sobrepusiste,sobrepuso,sobrepusimos,sobrepusisteis,sobrepusieron,sobrepusiste,sobrepondré,sobrepondrás,sobrepondrá,sobrepondremos,sobrepondréis,sobrepondrán,sobrepondrás,sobrepondría,sobrepondrías,sobrepondría,sobrepondríamos,sobrepondríais,sobrepondrían,sobrepondrías,0.0003984967035547057
descalzar,1383,descalzo,descalzas,descalza,descalzamos,descalzáis,descalzan,descalzás,descalzaba,descalzabas,descalzaba,descalzábamos,descalzabais,descalzaban,descalzabas,descalcé,descalzaste,descalzó,descalzamos,descalzasteis,descalzaron,descalzaste,descalzaré,descalzarás,descalzará,descalzaremos,descalzaréis,descalzarán,descalzarás,descalzaría,descalzarías,descalzaría,descalzaríamos,descalzaríais,descalzarían,descalzarías,0.0003979212570513776
murmurar,1383,murmuro,murmuras,murmura,murmuramos,murmuráis,murmuran,murmurás,murmuraba,murmurabas,murmuraba,murmurábamos,murmurabais,murmuraban,murmurabas,murmuré,murmuraste,murmuró,murmuramos,murmurasteis,murmuraron,murmuraste,murmuraré,murmurarás,murmurará,murmuraremos,murmuraréis,murmurarán,murmurarás,murmuraría,murmurarías,murmuraría,murmuraríamos,murmuraríais,murmurarían,murmurarías,0.0003979212570513776
trucar,1383,truco,trucas,truca,trucamos,trucáis,trucan,trucás,trucaba,trucabas,trucaba,trucábamos,trucabais,trucaban,trucabas,truqué,trucaste,trucó,trucamos,trucasteis,trucaron,trucaste,trucaré,trucarás,trucará,trucaremos,trucaréis,trucarán,trucarás,trucaría,trucarías,trucaría,trucaríamos,trucaríais,trucarían,trucarías,0.0003979212570513776
compareceer,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003976335337997135
derribar,1382,derribo,derribas,derriba,derribamos,derribáis,derriban,derribás,derribaba,derribabas,derribaba,derribábamos,derribabais,derribaban,derribabas,derribé,derribaste,derribó,derribamos,derribasteis,derribaron,derribaste,derribaré,derribarás,derribará,derribaremos,derribaréis,derribarán,derribarás,derribaría,derribarías,derribaría,derribaríamos,derribaríais,derribarían,derribarías,0.0003976335337997135
originar,1381,origino,originas,origina,originamos,origináis,originan,originás,originaba,originabas,originaba,originábamos,originabais,originaban,originabas,originé,originaste,originó,originamos,originasteis,originaron,originaste,originaré,originarás,originará,originaremos,originaréis,originarán,originarás,originaría,originarías,originaría,originaríamos,originaríais,originarían,originarías,0.0003973458105480495
contrastar,1381,contrasto,contrastas,contrasta,contrastamos,contrastáis,contrastan,contrastás,contrastaba,contrastabas,contrastaba,contrastábamos,contrastabais,contrastaban,contrastabas,contrasté,contrastaste,contrastó,contrastamos,contrastasteis,contrastaron,contrastaste,contrastaré,contrastarás,contrastará,contrastaremos,contrastaréis,contrastarán,contrastarás,contrastaría,contrastarías,contrastaría,contrastaríamos,contrastaríais,contrastarían,contrastarías,0.0003973458105480495
restringir,1380,restrinjo,restringes,restringe,restringimos,restringís,restringen,restringís,restringía,restringías,restringía,restringíamos,restringíais,restringían,restringías,restringí,restringiste,restringió,restringimos,restringisteis,restringieron,restringiste,restringiré,restringirás,restringirá,restringiremos,restringiréis,restringirán,restringirás,restringiría,restringirías,restringiría,restringiríamos,restringiríais,restringirían,restringirías,0.00039705808729638544
loar,1379,loo,loas,loa,loamos,loáis,loan,loás,loaba,loabas,loaba,loábamos,loabais,loaban,loabas,loé,loaste,loó,loamos,loasteis,loaron,loaste,loaré,loarás,loará,loaremos,loaréis,loarán,loarás,loaría,loarías,loaría,loaríamos,loaríais,loarían,loarías,0.0003967703640447214
predisponer,1378,predispongo,predispones,predispone,predisponemos,predisponéis,predisponen,predisponés,predisponía,predisponías,predisponía,predisponíamos,predisponíais,predisponían,predisponías,predispuse,predispusiste,predispuso,predispusimos,predispusisteis,predispusieron,predispusiste,predispondré,predispondrás,predispondrá,predispondremos,predispondréis,predispondrán,predispondrás,predispondría,predispondrías,predispondría,predispondríamos,predispondríais,predispondrían,predispondrías,0.00039648264079305737
proscribir,1378,proscribo,proscribes,proscribe,proscribimos,proscribís,proscriben,proscribís,proscribía,proscribías,proscribía,proscribíamos,proscribíais,proscribían,proscribías,proscribí,proscribiste,proscribió,proscribimos,proscribisteis,proscribieron,proscribiste,proscribiré,proscribirás,proscribirá,proscribiremos,proscribiréis,proscribirán,proscribirás,proscribiría,proscribirías,proscribiría,proscribiríamos,proscribiríais,proscribirían,proscribirías,0.00039648264079305737
argumentar,1376,argumento,argumentas,argumenta,argumentamos,argumentáis,argumentan,argumentás,argumentaba,argumentabas,argumentaba,argumentábamos,argumentabais,argumentaban,argumentabas,argumenté,argumentaste,argumentó,argumentamos,argumentasteis,argumentaron,argumentaste,argumentaré,argumentarás,argumentará,argumentaremos,argumentaréis,argumentarán,argumentarás,argumentaría,argumentarías,argumentaría,argumentaríamos,argumentaríais,argumentarían,argumentarías,0.00039590719428972925
destapar,1376,destapo,destapas,destapa,destapamos,destapáis,destapan,destapás,destapaba,destapabas,destapaba,destapábamos,destapabais,destapaban,destapabas,destapé,destapaste,destapó,destapamos,destapasteis,destaparon,destapaste,destaparé,destaparás,destapará,destaparemos,destaparéis,destaparán,destaparás,destaparía,destaparías,destaparía,destaparíamos,destaparíais,destaparían,destaparías,0.00039590719428972925
excavar,1375,excavo,excavas,excava,excavamos,excaváis,excavan,excavás,excavaba,excavabas,excavaba,excavábamos,excavabais,excavaban,excavabas,excavé,excavaste,excavó,excavamos,excavasteis,excavaron,excavaste,excavaré,excavarás,excavará,excavaremos,excavaréis,excavarán,excavarás,excavaría,excavarías,excavaría,excavaríamos,excavaríais,excavarían,excavarías,0.0003956194710380652
retroceder,1373,retrocedo,retrocedes,retrocede,retrocedemos,retrocedéis,retroceden,retrocedés,retrocedía,retrocedías,retrocedía,retrocedíamos,retrocedíais,retrocedían,retrocedías,retrocedí,retrocediste,retrocedió,retrocedimos,retrocedisteis,retrocedieron,retrocediste,retrocederé,retrocederás,retrocederá,retrocederemos,retrocederéis,retrocederán,retrocederás,retrocedería,retrocederías,retrocedería,retrocederíamos,retrocederíais,retrocederían,retrocederías,0.00039504402453473714
presionar,1372,presiono,presionas,presiona,presionamos,presionáis,presionan,presionás,presionaba,presionabas,presionaba,presionábamos,presionabais,presionaban,presionabas,presioné,presionaste,presionó,presionamos,presionasteis,presionaron,presionaste,presionaré,presionarás,presionará,presionaremos,presionaréis,presionarán,presionarás,presionaría,presionarías,presionaría,presionaríamos,presionaríais,presionarían,presionarías,0.00039475630128307305
turbar,1371,turbo,turbas,turba,turbamos,turbáis,turban,turbás,turbaba,turbabas,turbaba,turbábamos,turbabais,turbaban,turbabas,turbé,turbaste,turbó,turbamos,turbasteis,turbaron,turbaste,turbaré,turbarás,turbará,turbaremos,turbaréis,turbarán,turbarás,turbaría,turbarías,turbaría,turbaríamos,turbaríais,turbarían,turbarías,0.000394468578031409
ambicionar,1369,ambiciono,ambicionas,ambiciona,ambicionamos,ambicionáis,ambicionan,ambicionás,ambicionaba,ambicionabas,ambicionaba,ambicionábamos,ambicionabais,ambicionaban,ambicionabas,ambicioné,ambicionaste,ambicionó,ambicionamos,ambicionasteis,ambicionaron,ambicionaste,ambicionaré,ambicionarás,ambicionará,ambicionaremos,ambicionaréis,ambicionarán,ambicionarás,ambicionaría,ambicionarías,ambicionaría,ambicionaríamos,ambicionaríais,ambicionarían,ambicionarías,0.00039389313152808094
transportar,1368,transporto,transportas,transporta,transportamos,transportáis,transportan,transportás,transportaba,transportabas,transportaba,transportábamos,transportabais,transportaban,transportabas,transporté,transportaste,transportó,transportamos,transportasteis,transportaron,transportaste,transportaré,transportarás,transportará,transportaremos,transportaréis,transportarán,transportarás,transportaría,transportarías,transportaría,transportaríamos,transportaríais,transportarían,transportarías,0.0003936054082764169
revolucionar,1368,revoluciono,revolucionas,revoluciona,revolucionamos,revolucionáis,revolucionan,revolucionás,revolucionaba,revolucionabas,revolucionaba,revolucionábamos,revolucionabais,revolucionaban,revolucionabas,revolucioné,revolucionaste,revolucionó,revolucionamos,revolucionasteis,revolucionaron,revolucionaste,revolucionaré,revolucionarás,revolucionará,revolucionaremos,revolucionaréis,revolucionarán,revolucionarás,revolucionaría,revolucionarías,revolucionaría,revolucionaríamos,revolucionaríais,revolucionarían,revolucionarías,0.0003936054082764169
trascribir,1366,trascribo,trascribes,trascribe,trascribimos,trascribís,trascriben,trascribís,trascribía,trascribías,trascribía,trascribíamos,trascribíais,trascribían,trascribías,trascribí,trascribiste,trascribió,trascribimos,trascribisteis,trascribieron,trascribiste,trascribiré,trascribirás,trascribirá,trascribiremos,trascribiréis,trascribirán,trascribirás,trascribiría,trascribirías,trascribiría,trascribiríamos,trascribiríais,trascribirían,trascribirías,0.0003930299617730888
supervisar,1366,superviso,supervisas,supervisa,supervisamos,supervisáis,supervisan,supervisás,supervisaba,supervisabas,supervisaba,supervisábamos,supervisabais,supervisaban,supervisabas,supervisé,supervisaste,supervisó,supervisamos,supervisasteis,supervisaron,supervisaste,supervisaré,supervisarás,supervisará,supervisaremos,supervisaréis,supervisarán,supervisarás,supervisaría,supervisarías,supervisaría,supervisaríamos,supervisaríais,supervisarían,supervisarías,0.0003930299617730888
repintar,1366,repinto,repintas,repinta,repintamos,repintáis,repintan,repintás,repintaba,repintabas,repintaba,repintábamos,repintabais,repintaban,repintabas,repinté,repintaste,repintó,repintamos,repintasteis,repintaron,repintaste,repintaré,repintarás,repintará,repintaremos,repintaréis,repintarán,repintarás,repintaría,repintarías,repintaría,repintaríamos,repintaríais,repintarían,repintarías,0.0003930299617730888
lloriquear,1366,lloriqueo,lloriqueas,lloriquea,lloriqueamos,lloriqueáis,lloriquean,lloriqueás,lloriqueaba,lloriqueabas,lloriqueaba,lloriqueábamos,lloriqueabais,lloriqueaban,lloriqueabas,lloriqueé,lloriqueaste,lloriqueó,lloriqueamos,lloriqueasteis,lloriquearon,lloriqueaste,lloriquearé,lloriquearás,lloriqueará,lloriquearemos,lloriquearéis,lloriquearán,lloriquearás,lloriquearía,lloriquearías,lloriquearía,lloriquearíamos,lloriquearíais,lloriquearían,lloriquearías,0.0003930299617730888
exfoliar,1365,exfolio,exfolias,exfolia,exfoliamos,exfoliáis,exfolian,exfoliás,exfoliaba,exfoliabas,exfoliaba,exfoliábamos,exfoliabais,exfoliaban,exfoliabas,exfolié,exfoliaste,exfolió,exfoliamos,exfoliasteis,exfoliaron,exfoliaste,exfoliaré,exfoliarás,exfoliará,exfoliaremos,exfoliaréis,exfoliarán,exfoliarás,exfoliaría,exfoliarías,exfoliaría,exfoliaríamos,exfoliaríais,exfoliarían,exfoliarías,0.00039274223852142474
acedar,1365,acedo,acedas,aceda,acedamos,acedáis,acedan,acedás,acedaba,acedabas,acedaba,acedábamos,acedabais,acedaban,acedabas,acedé,acedaste,acedó,acedamos,acedasteis,acedaron,acedaste,acedaré,acedarás,acedará,acedaremos,acedaréis,acedarán,acedarás,acedaría,acedarías,acedaría,acedaríamos,acedaríais,acedarían,acedarías,0.00039274223852142474
engrosar,1364,engrueso,engruesas,engruesa,engrosamos,engrosáis,engruesan,engrosás,engrosaba,engrosabas,engrosaba,engrosábamos,engrosabais,engrosaban,engrosabas,engrosé,engrosaste,engrosó,engrosamos,engrosasteis,engrosaron,engrosaste,engrosaré,engrosarás,engrosará,engrosaremos,engrosaréis,engrosarán,engrosarás,engrosaría,engrosarías,engrosaría,engrosaríamos,engrosaríais,engrosarían,engrosarías,0.0003924545152697607
desenfadar,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003924545152697607
fomentar,1364,fomento,fomentas,fomenta,fomentamos,fomentáis,fomentan,fomentás,fomentaba,fomentabas,fomentaba,fomentábamos,fomentabais,fomentaban,fomentabas,fomenté,fomentaste,fomentó,fomentamos,fomentasteis,fomentaron,fomentaste,fomentaré,fomentarás,fomentará,fomentaremos,fomentaréis,fomentarán,fomentarás,fomentaría,fomentarías,fomentaría,fomentaríamos,fomentaríais,fomentarían,fomentarías,0.0003924545152697607
